id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
170000060,20141008T000000,1200000,5,3.5,3900,4400,2,0,0,3,9,2650,1250,2014,0,98107,47.6607,-122.362,1190,4400
1438000110,20140603T000000,580135,4,2.5,3150,5886,2,0,0,3,8,3150,0,2014,0,98059,47.4787,-122.122,2650,5886
820000018,20141014T000000,387500,3,3.25,1860,2218,3,0,0,3,8,1860,0,2001,0,98125,47.7185,-122.313,1860,2218
241900060,20140626T000000,354000,4,2.5,2580,5476,2,0,0,3,8,2580,0,2005,0,98031,47.4042,-122.205,2900,5476
2325300037,20140902T000000,358000,3,3.25,1410,1442,3,0,0,3,8,1360,50,2006,0,98125,47.7183,-122.317,1500,1200
521049227,20141201T000000,950000,4,4,5635,9695,2,0,3,3,10,4360,1275,2011,0,98003,47.3389,-122.334,3726,9765
1473200150,20141216T000000,315000,3,2.25,1370,1533,3,0,0,3,8,1370,0,2009,0,98133,47.7326,-122.343,1370,1125
7304301231,20140617T000000,345000,3,2.5,1680,2229,2,0,0,3,7,1680,0,2007,0,98155,47.7484,-122.322,1230,9300
88000173,20141015T000000,333000,4,2,2750,9001,1,0,0,3,8,2750,0,2008,0,98055,47.457,-122.189,1340,11050
5200087,20140709T000000,487000,4,2.5,2540,5001,2,0,0,3,9,2540,0,2005,0,98108,47.5423,-122.302,2360,6834
3869900136,20141219T000000,539950,3,2.25,1670,1596,3,0,0,3,8,1670,0,2014,0,98136,47.5402,-122.387,1640,1310
7167000060,20141124T000000,774950,4,2.5,3410,179419,2,0,0,3,10,3410,0,2004,0,98010,47.3602,-121.986,3350,175421
3630020430,20150505T000000,420000,3,2.5,1470,1445,2,0,0,3,8,1160,310,2005,0,98029,47.5468,-121.998,1470,1525
5009600010,20140612T000000,248000,4,2.5,1770,5855,2,0,0,3,7,1770,0,2003,0,98038,47.3483,-122.053,1790,5679
7853270830,20140805T000000,445000,3,2.5,2230,7934,2,0,0,3,7,2230,0,2005,0,98065,47.5439,-121.88,2310,4818
2622059062,20141015T000000,739500,3,3.25,4460,51177,2,0,0,3,9,4460,0,2005,0,98042,47.3648,-122.143,2670,38925
9276200569,20140509T000000,769900,4,3.5,2730,3047,2,0,0,3,8,2400,330,2006,0,98116,47.5797,-122.391,1980,4600
2140900100,20150203T000000,289000,4,2.5,1961,3207,2,0,0,3,7,1961,0,2006,0,98042,47.3507,-122.16,1961,3401
7238000330,20141218T000000,480000,3,2.5,2980,7338,2,0,0,3,8,2980,0,2006,0,98055,47.437,-122.207,3010,5267
3622059180,20140703T000000,390000,4,2,1900,76877,1,0,0,3,8,1900,0,2004,0,98042,47.3491,-122.113,1740,34848
7896300592,20150114T000000,303500,6,4.5,3390,7200,2,0,0,3,8,2440,950,2007,0,98118,47.5205,-122.288,2040,7214
9828702667,20140519T000000,482500,3,2.25,1450,1445,2,0,0,3,7,980,470,2005,0,98122,47.6184,-122.301,1510,1370
9542830350,20140902T000000,296000,4,2.5,1780,3600,2,0,0,3,7,1780,0,2006,0,98038,47.3665,-122.017,2020,3802
629410130,20140514T000000,707000,4,3.25,3200,7081,2,0,0,3,9,3200,0,2004,0,98075,47.5886,-121.989,3120,6094
5409800120,20140919T000000,312200,4,2.5,2910,8596,2,0,0,3,8,2910,0,2004,0,98003,47.2596,-122.304,2770,8602
5693500846,20150420T000000,667000,3,1.75,1370,1921,3,0,0,3,8,1370,0,2007,0,98103,47.6595,-122.351,1370,4000
2326059099,20140502T000000,838000,4,2.5,3310,42998,2,0,0,3,9,3310,0,2001,0,98052,47.7232,-122.131,3350,42847
8682291390,20150403T000000,705000,2,2.5,2305,5580,1,0,0,3,8,2305,0,2007,0,98077,47.7203,-122.024,1440,5748
8567450060,20140609T000000,563500,4,2.5,2800,12831,2,0,0,3,8,2800,0,2001,0,98019,47.7392,-121.966,2810,10235
9475700220,20140626T000000,405000,4,2.5,2220,4652,2,0,0,3,7,2220,0,2001,0,98059,47.4902,-122.154,1840,4500
1773100980,20140618T000000,309000,3,2.25,1490,1294,2,0,0,3,7,1220,270,2010,0,98106,47.5569,-122.363,1490,1283
1152200030,20150305T000000,855169,4,2.5,2970,5050,2,0,0,3,8,2970,0,2014,0,98052,47.7043,-122.122,2810,4998
9301300270,20150223T000000,1325000,3,3,3180,2758,2,0,2,3,11,2240,940,2008,0,98109,47.6377,-122.342,2420,2758
2719100042,20140623T000000,458500,3,2,1890,1599,2,0,0,3,9,1430,460,2012,0,98136,47.5438,-122.385,1780,1562
3345700207,20150502T000000,608500,4,3.5,2850,5577,2,0,0,3,8,1950,900,2014,0,98056,47.5252,-122.192,2850,5708
7202290650,20141230T000000,620000,4,2.5,3040,9606,2,0,0,3,7,3040,0,2003,0,98053,47.6884,-122.044,1690,3849
9542830050,20150422T000000,355000,4,2.5,2150,3600,2,0,0,3,7,2150,0,2010,0,98038,47.3658,-122.019,2220,3915
7202350480,20140930T000000,575000,3,2.5,2120,4780,2,0,0,3,7,2120,0,2004,0,98053,47.681,-122.032,1690,2650
2768301357,20141001T000000,5.00E+05,3,2.25,1530,1396,2,0,0,3,8,1240,290,2007,0,98107,47.666,-122.367,1690,2500
2723069146,20150424T000000,660000,4,2.5,3170,186436,2,0,0,3,9,3170,0,2000,0,98038,47.4475,-122.034,3250,215186
9126101121,20150407T000000,521500,3,2.25,1450,1619,2,0,0,3,8,1140,310,2006,0,98122,47.6076,-122.304,1580,3472
5126310110,20140722T000000,540000,4,2.5,2600,9935,2,0,0,3,8,2600,0,2005,0,98059,47.4865,-122.142,2830,7620
3630110340,20150107T000000,728725,4,2.5,3010,3120,2.5,0,2,3,8,3010,0,2006,0,98029,47.5539,-121.996,2140,3840
6145601312,20141029T000000,322000,3,3.25,1380,1225,3,0,0,3,7,1380,0,2000,0,98133,47.7035,-122.351,1380,1704
3655400060,20140808T000000,445000,3,2.5,2470,4565,2,0,0,3,7,2470,0,2005,0,98056,47.514,-122.189,2470,5064
9286100320,20140606T000000,471000,3,2.5,2030,2805,2,0,0,3,8,1720,310,2001,0,98027,47.5305,-122.047,1670,2898
8730000210,20140807T000000,355000,2,2.5,1370,1140,2,0,0,3,8,1080,290,2009,0,98133,47.7055,-122.342,1340,1050
844000965,20140626T000000,224000,3,1.75,1500,11968,1,0,0,3,6,1500,0,2014,0,98010,47.3095,-122.002,1320,11303
2770600930,20141022T000000,601000,3,2.5,1740,1251,2,0,0,3,9,1180,560,2012,0,98199,47.644,-122.385,1740,1625
9527310180,20150403T000000,480000,3,2.5,2200,4692,2,0,0,3,8,2200,0,2005,0,98011,47.7761,-122.169,2440,3833
1180000625,20141029T000000,315000,4,2.5,1950,3225,2,0,0,3,7,1950,0,2002,0,98178,47.5014,-122.226,1980,3225
8562790710,20150410T000000,725000,4,3.25,2610,2552,2,0,0,3,10,2160,450,2008,0,98027,47.5322,-122.076,2610,2664
255450390,20140707T000000,351999,3,2.5,2370,4200,2,0,0,3,8,2370,0,2014,0,98038,47.3706,-122.017,2370,4200
1402950550,20150107T000000,332000,4,2.5,2470,7780,2,0,0,3,8,2470,0,2002,0,98092,47.3337,-122.191,2100,5972
8682280260,20150326T000000,412250,2,2,1300,2983,1,0,0,3,8,1300,0,2006,0,98053,47.703,-122.015,1510,3876
1042700080,20140822T000000,831548,5,2.75,3010,4919,2,0,0,3,9,3010,0,2014,0,98074,47.6067,-122.052,3230,5415
3630030440,20140923T000000,585000,4,2.5,1950,3720,2,0,0,3,8,1950,0,2004,0,98029,47.5503,-121.997,1720,3720
7625702967,20140609T000000,398000,3,2.5,1720,1715,2,0,0,3,7,1240,480,2004,0,98136,47.5481,-122.384,1610,1626
7135520610,20140529T000000,950000,4,3.5,4140,13392,2,0,0,3,11,4140,0,2000,0,98059,47.5261,-122.144,4140,11529
291310270,20141119T000000,375000,3,2.5,1600,2042,2,0,0,3,8,1600,0,2005,0,98027,47.5341,-122.067,1445,1370
8129700565,20141008T000000,601450,2,3.25,1840,1500,3,0,0,3,8,1840,0,2001,0,98103,47.6595,-122.354,1910,2500
4083306552,20150310T000000,602000,3,3.25,1460,1367,3,0,0,3,8,1460,0,2008,0,98103,47.6485,-122.334,1310,1191
9272200810,20150316T000000,1218000,4,3,3470,4750,2,0,2,3,9,2370,1100,2014,0,98116,47.5917,-122.386,2420,4761
2420069604,20150330T000000,255000,3,2.5,1720,6200,2,0,0,3,7,1720,0,2014,0,98022,47.2137,-121.989,1710,9520
1453600681,20150223T000000,328500,3,2.25,1390,1407,3,0,0,3,7,1390,0,2004,0,98125,47.7227,-122.296,1390,1628
2821079081,20141010T000000,590000,4,2,2490,339332,1,0,0,3,8,2490,0,2002,0,98022,47.2725,-121.929,1910,129373
8682320420,20150427T000000,755000,2,2.5,2170,6361,1,0,2,3,8,2170,0,2009,0,98053,47.7109,-122.017,2310,7419
2770603522,20141211T000000,585000,3,2.5,2160,1250,3,0,0,3,8,1830,330,2010,0,98119,47.6515,-122.375,1870,2825
223039330,20150407T000000,1050000,3,3,3250,5093,2,0,3,3,10,3250,0,2004,0,98146,47.5123,-122.39,2820,7752
1934800162,20150511T000000,386180,2,1.5,960,1829,2,0,0,3,7,960,0,2005,0,98122,47.6032,-122.308,1470,1829
1623069023,20140729T000000,820000,4,2.5,2920,252648,2,0,0,3,10,2920,0,2002,0,98027,47.4784,-122.048,2180,71874
2883200083,20150202T000000,424950,2,1.5,1000,1188,3,0,0,3,8,1000,0,2005,0,98115,47.6823,-122.327,2300,3500
3630010020,20141229T000000,376000,3,2,1540,1827,2,0,0,3,8,1540,0,2005,0,98029,47.5479,-121.999,1560,2058
2161400060,20141114T000000,338900,3,2.25,1936,9495,1,0,0,3,8,1936,0,2013,0,98030,47.3714,-122.197,1410,12770
3422059257,20140828T000000,326000,5,2.75,2166,6342,2,0,0,3,8,2166,0,2013,0,98042,47.3461,-122.152,2474,5948
6873000190,20150311T000000,656000,2,2.5,2270,1763,3,0,0,3,7,1820,450,2009,0,98052,47.6757,-122.121,2180,1763
7202270570,20140714T000000,559950,3,2.5,2120,4310,2,0,0,3,7,2120,0,2001,0,98053,47.687,-122.037,2280,4380
1776460140,20140724T000000,395000,3,2.5,2130,5088,2,0,0,3,8,1840,290,2011,0,98019,47.7329,-121.976,2130,5762
475000176,20141222T000000,436000,3,2.5,1150,1193,2,0,0,3,8,1020,130,2006,0,98107,47.6684,-122.365,1450,1640
7202360760,20140711T000000,790000,4,2.5,3500,9198,2,0,0,3,9,3500,0,2004,0,98053,47.6785,-122.025,3990,8598
7852160080,20150121T000000,760000,4,3.5,3720,13591,2,0,3,3,10,3720,0,2004,0,98065,47.536,-121.858,4210,14282
7853290030,20150311T000000,507000,4,2.5,2730,7649,2,0,0,3,7,2730,0,2006,0,98065,47.5441,-121.882,2730,6216
2997800015,20150407T000000,5.00E+05,3,1.5,1330,1265,2,0,0,3,8,1140,190,2008,0,98116,47.5773,-122.409,1330,1264
1858600042,20150429T000000,360000,4,3,2483,6870,2,0,0,3,8,2483,0,2005,0,98030,47.3627,-122.199,1943,6434
1853081060,20150416T000000,878000,4,2.5,3810,7728,2,0,0,3,9,3810,0,2007,0,98074,47.5925,-122.058,3290,7728
7234600798,20150210T000000,425000,3,2.5,1120,1100,2,0,0,3,8,820,300,2008,0,98122,47.6106,-122.31,1590,1795
7853340490,20140617T000000,386000,2,2.5,1620,3196,2,0,0,3,8,1620,0,2008,0,98065,47.5167,-121.878,1750,2828
6908200650,20140527T000000,732000,3,2.5,2330,1987,2,0,4,3,9,1410,920,2004,0,98107,47.6735,-122.405,2640,5250
1245003006,20141110T000000,1149000,4,3.75,3180,9889,2,0,0,3,9,2500,680,2012,0,98033,47.6853,-122.204,2910,8558
2517000260,20140522T000000,330000,4,3.5,3150,6202,2,0,0,3,7,3150,0,2005,0,98042,47.3993,-122.162,2950,5940
1964700054,20141222T000000,975000,3,2.5,1660,1344,3,0,0,3,8,1660,0,2008,0,98102,47.644,-122.327,1750,2040
8691410310,20150213T000000,680000,4,2.5,3290,6012,2,0,0,3,9,3290,0,2005,0,98075,47.5961,-121.98,3210,6005
1442870040,20140819T000000,499990,4,2.75,2620,7001,2,0,0,3,8,2620,0,2012,0,98045,47.4838,-121.769,2620,6543
7658600081,20140919T000000,555000,2,2.75,1950,1610,3,0,0,3,8,1950,0,2009,0,98144,47.5925,-122.302,910,1745
7852090570,20150317T000000,560000,4,2.5,2630,5710,2,0,0,3,8,2630,0,2001,0,98065,47.5342,-121.876,2550,5500
2895550330,20150506T000000,290000,3,2.5,1600,6848,2,0,0,3,7,1600,0,2000,0,98001,47.3303,-122.271,1700,7210
5393600507,20140624T000000,329445,2,1.5,830,1119,2,0,0,3,7,830,0,2005,0,98144,47.5828,-122.314,1480,3622
9433000480,20140922T000000,799950,4,3.5,3030,5494,3,0,0,3,9,3030,0,2014,0,98052,47.7103,-122.109,2910,5314
7853301520,20140903T000000,695000,5,3.25,3940,9780,2,0,0,3,9,3940,0,2007,0,98065,47.5435,-121.888,3550,8468
847100021,20140520T000000,515000,4,2.5,2670,8765,2,0,0,3,9,2670,0,2006,0,98059,47.4876,-122.146,2880,8765
1732801300,20141008T000000,1248000,2,2.5,2310,3313,2,0,0,3,9,2310,0,2006,0,98119,47.6318,-122.365,2700,5670
1724069060,20150507T000000,1075000,2,3.25,1550,1767,3,1,3,3,8,1550,0,2006,0,98075,47.5684,-122.06,2710,3444
3630000150,20150128T000000,358500,2,1.75,1400,865,2,0,0,3,8,1110,290,2005,0,98029,47.5478,-121.999,1380,1107
6021503698,20140529T000000,305000,2,2.25,1000,905,3,0,0,3,8,1000,0,2006,0,98117,47.6842,-122.387,980,1023
2909300240,20150501T000000,725000,3,2.5,2810,6300,2,0,0,3,8,2810,0,2001,0,98074,47.6077,-122.02,2860,6630
7419500200,20150401T000000,1420000,5,3.25,3950,11438,2,0,2,3,10,3430,520,2006,0,98033,47.6898,-122.189,2070,10751
7853350220,20150324T000000,605000,3,2.75,2450,5750,2,0,0,3,9,2450,0,2013,0,98065,47.5439,-121.862,3200,8036
9834201366,20141216T000000,429900,3,2,1490,1286,3,0,0,3,8,1490,0,2014,0,98144,47.57,-122.288,1420,1230
4178900070,20150325T000000,725000,4,2.5,3270,6055,2,0,0,3,9,3270,0,2007,0,98056,47.5374,-122.192,2740,7367
2436200185,20150223T000000,829900,4,3.5,3840,4000,2,0,0,3,8,2640,1200,2001,0,98105,47.6642,-122.291,1620,4000
7853420110,20141003T000000,594866,3,3,2780,6000,2,0,0,3,9,2780,0,2013,0,98065,47.5184,-121.886,2850,6000
8562770430,20140702T000000,567500,3,2.5,2280,2502,2,0,0,3,8,1880,400,2006,0,98027,47.5364,-122.073,2280,2812
2424059052,20140710T000000,1325000,6,4.25,5720,10213,2,0,0,3,10,4170,1550,2004,0,98006,47.5464,-122.116,4300,10224
3052700213,20140829T000000,461100,2,2.25,1210,1267,2,0,0,3,8,1120,90,2010,0,98117,47.6783,-122.376,1360,1349
4307351180,20140915T000000,430000,5,3,3880,8432,2,0,0,3,7,3880,0,2004,0,98056,47.4806,-122.176,2620,5623
9578501110,20141003T000000,429900,4,3.5,2584,5005,2,0,0,3,8,2584,0,2014,0,98023,47.296,-122.35,2767,5201
7010700660,20150428T000000,807000,3,2.5,1940,4000,2,0,0,4,9,1940,0,2000,0,98199,47.659,-122.398,1410,4000
2690100170,20141013T000000,3.00E+05,3,2.5,1960,1477,2,0,0,3,7,1670,290,2012,0,98059,47.4873,-122.166,1980,1467
2111010890,20141105T000000,3.00E+05,3,2.5,2240,3691,2,0,0,3,7,2240,0,2003,0,98092,47.3364,-122.169,2619,3691
5104520640,20150220T000000,324950,4,2.5,1770,5000,2,0,0,3,7,1770,0,2004,0,98038,47.3506,-122.006,2080,5100
5104510540,20141126T000000,295000,3,2.5,1690,4102,2,0,0,3,7,1690,0,2003,0,98038,47.3552,-122.015,1830,4733
9528102993,20141229T000000,495000,3,1.5,1580,1228,3,0,0,3,8,1580,0,2014,0,98115,47.6765,-122.32,1580,3605
2597490660,20140624T000000,639888,4,2.5,2050,2772,2,0,0,3,8,2050,0,2012,0,98029,47.5421,-122.011,2050,2934
424049283,20150415T000000,345000,2,1.5,830,1034,2,0,0,3,8,830,0,2009,0,98144,47.5926,-122.3,1130,2534
255520180,20141218T000000,565000,3,2.5,4040,8653,2,0,0,3,9,2900,1140,2006,0,98019,47.7378,-121.975,3360,8653
8141200027,20140925T000000,490000,3,1.5,990,1343,2,0,0,3,8,840,150,2007,0,98112,47.6236,-122.306,1350,2521
9542830600,20141121T000000,279000,3,2.5,1450,4106,2,0,0,3,7,1450,0,2011,0,98038,47.3655,-122.019,2000,4000
3629860060,20150312T000000,827500,5,4.25,3920,5823,2,0,0,3,9,3000,920,2000,0,98029,47.5492,-122.008,3000,5297
6626300095,20140519T000000,749950,4,2.5,3430,64441,2,0,0,3,8,3430,0,2013,0,98077,47.7694,-122.064,3580,64441
7852160070,20150105T000000,937500,5,3.75,4210,14599,2,0,3,3,10,4210,0,2004,0,98065,47.5364,-121.858,3950,13591
7853250090,20140929T000000,681000,4,2.5,3860,5130,2,0,0,3,8,2930,930,2004,0,98065,47.5387,-121.879,3130,6163
2872100345,20140530T000000,919204,4,3.5,3760,5000,2,0,0,3,9,2860,900,2014,0,98117,47.6826,-122.394,1340,5000
3278600240,20140722T000000,372500,2,2.5,1400,2958,2,0,0,3,8,1400,0,2007,0,98126,47.5496,-122.373,1540,2385
9578500690,20150327T000000,430236,4,3.25,3444,5166,2,0,0,3,8,2714,730,2014,0,98023,47.2966,-122.348,2848,5182
7625701795,20150302T000000,885000,4,3.5,3310,6000,2,0,2,3,8,2200,1110,2010,0,98136,47.5511,-122.391,1420,6000
3260810150,20140926T000000,355000,3,2,2160,8091,1.5,0,0,3,8,2160,0,2000,0,98003,47.3474,-122.303,2190,8297
7852190290,20150303T000000,564000,4,2.5,2870,6658,2,0,0,3,8,2870,0,2004,0,98065,47.5394,-121.878,2770,6658
2331540070,20140703T000000,342000,4,2.5,2300,6448,2,0,0,3,8,2300,0,2001,0,98030,47.3813,-122.204,1860,5872
5535600150,20150312T000000,565000,4,2.5,2980,10459,2,0,0,3,9,2980,0,2001,0,98019,47.7354,-121.974,2920,7700
2895800750,20150417T000000,274800,3,1.75,1410,1988,2,0,0,3,8,1410,0,2014,0,98106,47.5171,-122.347,1410,1899
7625702437,20150115T000000,389000,3,2.5,1350,874,3,0,0,3,8,1270,80,2006,0,98136,47.5491,-122.387,1350,886
3793501450,20140910T000000,470000,5,3.75,3860,6901,2,0,0,3,7,3860,0,2003,0,98038,47.3694,-122.032,3000,8584
510002519,20140715T000000,466000,2,1.5,1140,1058,3,0,0,3,7,1140,0,2005,0,98103,47.6608,-122.333,1170,1116
8682231190,20141021T000000,542000,2,2,1930,4500,1,0,0,3,8,1930,0,2003,0,98053,47.7104,-122.031,1670,5200
7237550110,20150424T000000,1180000,4,3.25,3750,74052,2,0,0,3,10,3750,0,2013,0,98053,47.658,-122.006,4920,74052
3343901403,20141216T000000,635000,4,2.5,2930,8679,2,0,0,3,8,2930,0,2014,0,98056,47.5164,-122.19,2030,7264
3832051140,20140623T000000,310000,3,2.5,2540,4775,2,0,0,3,7,2540,0,2006,0,98042,47.3341,-122.052,2270,5000
323079065,20140624T000000,790000,4,3.5,3190,31450,2,0,0,3,9,3190,0,2010,0,98027,47.501,-121.902,3000,72745
1563102965,20140811T000000,1010000,4,3.5,3130,5000,3,0,0,3,10,3130,0,2014,0,98116,47.5656,-122.403,1950,5152
8035350320,20140718T000000,488000,3,2.5,3160,13603,2,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232
3629980440,20150428T000000,742500,4,2.5,2620,4400,2,0,0,3,9,2620,0,2004,0,98029,47.5524,-121.991,2640,4554
7234600832,20140516T000000,5.00E+05,2,2.5,1310,1500,2,0,0,3,8,1160,150,2006,0,98122,47.6112,-122.309,1320,1581
2937300050,20150227T000000,988990,4,4.75,4150,6303,3,0,0,3,9,4150,0,2014,0,98052,47.7047,-122.123,3570,6285
7169500020,20141205T000000,510000,2,2.25,1470,1101,2,0,0,3,8,1340,130,2005,0,98115,47.6768,-122.301,1470,1582
323059327,20140703T000000,1025000,4,3.5,4370,10860,2,0,0,3,11,4370,0,2008,0,98059,47.5066,-122.148,3560,8070
6192400180,20141006T000000,775000,5,3.5,3290,5600,2,0,0,3,9,2670,620,2004,0,98052,47.7056,-122.119,3130,5600
5569620410,20140909T000000,731781,3,3,2630,4972,2,0,0,3,9,2630,0,2006,0,98052,47.693,-122.133,2880,4972
2937300440,20140908T000000,923990,4,2.5,3600,6055,2,0,0,3,9,3600,0,2014,0,98052,47.7053,-122.126,3590,6050
6421100502,20140915T000000,695000,5,3,3290,14134,1,0,0,3,7,1870,1420,2004,0,98052,47.6708,-122.14,1970,11470
646910480,20141120T000000,206000,2,2.5,1280,1566,2,0,0,3,7,1280,0,2005,0,98055,47.4336,-122.195,1460,1845
3094000210,20150105T000000,269950,3,2.5,2244,4079,2,0,0,3,7,2244,0,2012,0,98001,47.2606,-122.254,2077,4078
521079025,20150417T000000,579000,3,2.5,3160,286181,2,0,3,3,9,3160,0,2002,0,98010,47.3401,-121.946,2110,94663
8944460190,20150225T000000,425000,4,2.5,2689,6688,2,0,0,3,9,2689,0,2006,0,98030,47.3803,-122.184,2665,5700
